"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價"
="0050","元大台灣50","140.45","-0.04","-0.46","-1.4","-1.4","+0.86","+2.11","+2.52","+5.17","+23.3","135.35","130.9","130.2","113.3"
="0056","元大高股息","32.65","+0.12","+0.06","-0.85","-1","+1.56","+5.15","-1.03","-4.75","+12.5","30.97","30.59","30.59","29.01"
"00642U","期元大S&P石油","13.83","-0.5","+2.67","+2.9","+1.39","-2.74","-5.14","+18","+23.7","+69.9","13.35","11.69","10.86","7.9"
="00692","富邦公司治理","34.88","+0.06","-0.37","-1.16","-1.22","-3.96","-1.58","-1.02","+1.96","+22.7","34.72","33.82","33.51","28.38"
="00712","FH富時不動產","14.23","+0.71","+0.64","+0.42","0","-1.73","-2.13","-0.42","-0.84","+10.8","14.12","13.82","13.74","12.15"
="00713","元大台灣高息低波","42.34","-0.09","+0.19","-0.8","-1.76","-6.29","-3.84","-2.33","+1.32","+25.4","42.25","42.25","41.87","33.73"
"00715L","期街口布蘭特正2","11.19","-0.18","+6.47","+7.6","+4.58","-2.61","-8.2","+37","+50.8","+148","10.27","8.06","7.04","4.03"
="00757","統一FANG+","53.6","+0.85","+0.09","-1.2","-1.38","+0.47","+0.56","+8.35","+17.7","+33","52.4","46.9","44.89","40.5"
="00877","FH中國5G","13.67","-0.65","-0.22","+0.37","+3.4","+3.33","+9.45","+6.13","+11.1","-3.12","12.23","11.81","11.81","10.93"
="00878","國泰永續高股息","18.72","+0.27","+0.54","-0.11","-0.27","+0.27","+2.13","+5.17","+3.94","+22","18.24","17.77","17.35","15.32"
="1303","南亞","86.3","-0.12","+0.82","+0.94","+0.35","+1.17","-2.82","+2.01","+5.12","+31.8","83.9","83.9","80.3","64.2"
="1316","上曜","22.3","+1.36","+10.4","+5.19","+10.4","+19.3","+48.7","+77","+103","+89.8","14.45","12.45","11.05","10.05"
="1560","中砂","89","-2.94","+2.42","+1.48","+0.23","+6.84","+20.3","+25.5","+40.4","+47.8","72.4","65.4","62.2","57.6"
="1570","力肯","23.6","+1.94","+12.1","+12.1","+17.4","+20.4","+18.9","+40.5","+52.3","+81.5","19.4","16.35","15.5","12.75"
="1709","和益","24.15","0","+3.21","+0.84","-0.41","+9.03","+16.4","+26.1","+36.8","+67.7","20.15","18.65","17.8","13.85"
="1712","興農","28.6","+3.25","+3.81","+3.44","+8.13","+10.9","+15.8","+26.8","+32.7","+40.5","24.15","22.55","21.55","20.25"
="1722","台肥","70.3","-0.42","+1.3","+2.03","+1.88","-1.54","+0.14","+21.6","+26.4","+33.4","66.8","55.1","55.1","49.95"
="1810","和成","16","-2.14","-1.54","-8.05","-4.48","+6.31","+15.9","+39.7","+43.5","+75.1","13.75","11.2","10.2","8.9"
="2340","光磊","59.8","-0.17","+3.1","-0.66","+17.5","+42.7","+52","+76.1","+133","+131","39","29.3","24.85","21.85"
="2347","聯強","60.2","+2.56","+3.97","+4.88","+4.88","+3.97","+12.9","+15.8","+3.61","+38.4","53.2","50.5","49.8","43.4"
="2356","英業達","26","+0.19","+0.78","-0.38","-1.7","-1.52","-2.99","+7.66","+1.36","+12.3","25.7","23.95","23.1","22.65"
="2371","大同","36.7","-2.39","-2.78","-4.68","+1.38","+12.1","+9.88","+29.7","+46.8","+92.1","31.2","27.5","23.65","18.95"
="2374","佳能","23.1","+10","+5.24","+11.1","+5.96","+16.4","+20.6","+51.5","+54.5","+70.5","18.55","14.45","14.45","13.45"
="2376","技嘉","134","0","-0.37","-2.9","-3.25","-2.19","+27","+55.8","+27.6","+70.7","106","83","80.5","74.6"
="2383","台光電","269.5","+10","+17.9","+15.7","+16.2","+17.4","+23.6","+16.2","+71.7","+76.7","219","200","157","141.5"
="2412","中華電","113.5","0","0","+0.89","-1.3","+0.89","+2.71","+3.18","+1.34","+4.13","110","109.5","109","108"
="2455","全新","146","-2.34","+1.39","0","+7.35","+10.2","+10.6","+15.9","+36.4","+62.9","130","110.5","109.5","89.6"
="2461","光群雷","23.15","-2.32","-0.22","-1.07","+0.43","+7.18","+17.2","-2.73","+11.6","+26.8","19.7","18.45","18.45","16"
="2497","怡利電","54.4","+9.9","+17.4","+14.2","+23.6","+34.3","+47.6","+53.5","+88.2","+95.7","36.5","28.6","27.7","25.4"
="2534","宏盛","23.4","0","0","-0.43","-0.64","-2.09","-3.7","+18.2","+20","+29.3","22.95","19.75","19.3","17.85"
="2537","聯上發","10.7","+1.42","+2.88","+0.94","0","+4.39","+9.97","+12.9","+17.8","+7.11","9.61","9.3","8.98","7.92"
="2538","基泰","14.65","+4.27","+10.6","+11.4","+11.8","+13.1","+11.8","+24.2","+49.9","+46.8","12.35","11.3","9.8","9.2"
="2542","興富發","47.1","+0.53","+1.95","+1.18","+1.07","+3.29","+3.4","-0.63","+10.6","+7.29","44.4","44.15","41.25","40.4"
="2610","華航","29.65","-1.33","+6.85","+8.01","+4.59","+17","+82.5","+73.9","+72.9","+200","16.05","15.4","15.4","9.66"
="2618","長榮航","28.7","+1.23","+11.2","+8.71","+1.41","+5.9","+56.8","+51.9","+67.3","+117","18.1","17.05","16.95","11.9"
="2633","台灣高鐵","30.6","+2.17","+3.38","+3.03","+4.26","+4.79","+4.62","+2.34","+4.62","-2.24","28.8","28.2","28.2","26.8"
="2634","漢翔","30.4","-0.49","+0.66","0","+0.16","+4.47","+8.19","+4.47","+11.8","+4.83","28.05","27.2","27.2","25.45"
="2801","彰銀","17.2","+0.58","+0.88","0","-0.58","+3.93","+2.99","+3.3","+2.08","-3.91","16.4","16.1","15.95","15.95"
="2809","京城銀","40.95","-0.24","0","-0.73","-2.03","-0.12","-3.31","-4.77","+2.12","+5.54","40.6","40.6","39.25","37.55"
="2812","台中銀","12.1","0","+0.83","0","-0.82","+1.26","+1.26","+0.83","+8.04","+10","11.9","11.35","11.25","10.65"
="2823","中壽","30.8","-0.16","+0.82","+0.65","-1.12","+5.84","+6.39","+7.69","+27.3","+49.9","28.75","28.5","24.15","20.45"
="2834","臺企銀","9.89","-0.1","+0.71","-0.3","-0.6","+4.21","+3.78","+3.67","+5.32","+0.1","9.45","9.39","9.36","9.1"
="2845","遠東銀","10.6","-0.93","-0.93","-1.85","-2.3","+0.95","+0.47","-0.93","+1.92","-2.3","10.4","10.3","10.3","10.2"
="2880","華南金","20.85","+0.24","+0.48","-0.24","-1.65","+1.71","+1.71","+4.51","+14.9","+14.2","20.3","19.9","18","17.15"
="2882","國泰金","61.6","+0.82","+1.32","+0.82","-2.22","+5.12","+4.23","+10","+13.2","+48.6","57.3","55.4","51.5","39.9"
="2883","開發金","16.8","0","0","+0.6","-1.75","+15.9","+17.5","+23.1","+38.8","+93.5","14.1","13.55","12.1","8.66"
="2884","玉山金","27.9","-0.36","+1.82","+1.45","-0.18","+0.54","+4.69","+1.82","+10.3","+9.84","26.35","25.8","25.3","23.6"
="2886","兆豐金","34.5","+0.44","+1.17","+1.02","-0.58","+2.07","+3.14","+9.7","+3.92","+17.9","33.05","31.4","30.6","28.15"
="2887","台新金","18.7","+0.54","+0.54","0","-3.11","+1.36","+0.81","+4.76","+29","+40.6","18.05","17.65","14.55","12.5"
="2888","新光金","11.3","-0.88","+0.44","-0.88","-2.16","+14.4","+13.9","+24.7","+21.1","+30.9","9.68","9.02","8.93","8.03"
="2890","永豐金","15.5","0","+1.31","+1.97","+1.97","+8.01","+9.54","+13.1","+14.8","+37.2","14","13.65","13.2","10.95"
="2891","中信金","24.95","+0.6","+1.84","+2.25","+0.81","+5.72","+5.94","+11.4","+11.4","+26.6","22.95","22.2","21.05","19"
="2892","第一金","23.8","+0.42","+0.85","+0.42","-0.83","+2.81","+3.93","+7.69","+9.68","+10.7","22.75","22","21.7","20.2"
="2897","王道銀行","7.98","0","+0.38","-0.13","-2.33","+1.01","+0.76","+9.77","+16","+20.5","7.77","7.23","6.8","6.46"
="3016","嘉晶","146","+0.34","+7.75","-2.01","+12.3","+49","+57.2","+61.5","+119","+126","93.1","75.8","64.9","54.7"
="3017","奇鋐","85.8","-1.72","-4.13","-2.94","+2.75","-4.03","+4.51","+22.9","+22","+14.6","78.6","68.3","66.8","52.5"
="3019","亞光","95","+1.5","+2.48","-2.56","+4.86","+10.6","+17.3","+12.6","+19.9","+35.3","80.7","70","70","66.5"
="3037","欣興","210.5","+6.05","+6.85","+7.4","+9.35","+7.95","+34.9","+52.5","+108","+153","167","115","101.5","80"
="3046","建碁","40.35","+9.95","+9.95","+20.8","+45.9","+65.4","+66.7","+90.8","+82.2","+189","23","17.8","17.8","13.9"
="3062","建漢","34.6","-2.26","+3.44","-3.08","-0.29","+18.3","+53.8","+91.2","+101","+128","22.35","17.05","16.6","14.55"
="3169","亞信","264.5","-2.04","+7.74","+6.22","+17.8","+37.8","+58.4","+93.1","+123","+561","158.5","112","112","39.3"
="3189","景碩","239","+1.92","+3.02","+0.42","+1.06","-1.85","+1.27","+21.9","+132","+185","228","181","102.5","73.1"
="3290","東浦","18.2","-3.7","+5.81","+11.3","+13","+18.6","+22.1","+45","+45.6","+19.7","14.75","12.35","12.05","11.55"
="3312","弘憶股","25.55","+2.2","+5.36","+2","+8.03","+10.8","+21.7","+10.8","+29","+77.4","20.95","18.6","18.6","14.05"
="3363","上詮","34.4","-2.55","-0.15","-1.99","-1.01","+7.84","+9.21","+34.9","+35.7","+23.3","30.9","25.05","24.35","22.05"
="3390","旭軟","22.4","-1.32","+2.28","+2.75","+14","+28.7","+26.2","+23.8","+43.6","+55.6","17.35","16.9","15.2","13.5"
="3419","譁裕","31.8","+3.25","+13.6","+7.25","+17.6","+57.4","+101","+98.1","+68.3","+91.6","15.7","13.6","13.6","13.6"
="3444","利機","70.7","+3.67","+14","+10.1","+33.1","+69.5","+72.6","+91.1","+98.6","+98.6","40.5","36.35","35.45","31.5"
="3491","昇達科","175","-4.37","+5.11","+1.16","+6.71","+14.8","+85.6","+158","+169","+143","103.5","68.1","64.9","58.6"
="3499","環天科","18.75","+9.97","+21","+18.3","+25.8","+43.1","+47.1","+47.1","+48.8","+78.6","12.75","11.8","11.8","10.4"
="3515","華擎","236","+2.83","+2.16","-1.26","-4.84","-0.63","+41.3","+67.4","+43.5","+40.9","163.5","137","125","125"
="3532","台勝科","234","+0.86","+10.9","+11.4","+23.2","+23.2","+55","+30","+39.3","+77.3","151","138.5","138.5","124.5"
="3551","世禾","76.7","+3.65","+8.64","+7.72","+10","+11","+13.3","+17.5","+48.9","+44.7","67.1","59.1","51.7","45.05"
="3583","辛耘","84.5","-1.29","+8.06","+4.58","+6.96","+4.32","+23","+31","+40.1","+37.6","67.6","62.2","58.1","51.8"
="3653","健策","415","+2.47","+3.75","+3.49","+4.8","+8.21","+10.2","+36.7","+51.7","+52.3","360.5","285.5","274.5","202"
="3672","康聯訊","36.7","+9.88","+20.7","+32.7","+48.6","+49.8","+48","+158","+155","+66.8","22.95","13.9","13.4","13.4"
="3701","大眾控","74.3","+9.91","+20.8","+21.8","+26.4","+26.6","+75.4","+333","+421","+465","42","16.35","13.4","12.8"
="3706","神達","32.9","-3.24","-2.95","-4.64","+2.49","+13.1","+16","+18.3","+16.9","+11","28.35","27.35","26.85","25.3"
="4303","信立","29.5","-1.67","+3.51","-0.34","+20.4","+20.9","+55.7","+83.2","+61.2","+26.6","18","15.85","15.85","15.85"
="4714","永捷","14.75","-1.99","+1.72","-4.53","+1.72","+1.72","+5.73","+16.6","+16.1","+14.8","13.75","12.3","11.75","11.15"
="4904","遠傳","63.4","-0.78","-0.63","0","-2.46","-1.25","+2.76","+3.76","-1.4","+3.93","61.1","60.3","60","59.8"
="5230","雷笛克光學","36.15","+0.14","+2.26","-1.36","+0.7","+16.6","+26.8","+22.8","+28.2","+34.4","27.95","27.7","27.25","23.8"
="5483","中美晶","212.5","-1.16","+2.66","+3.41","+8.42","+10.1","+16.8","+13.3","+30","+74.2","180.5","168","160","123"
="5876","上海商銀","47.2","-0.74","+0.53","+0.43","+1.07","+5.12","+5.12","+13.5","+3.51","+17.6","43.8","41.3","40.2","37.4"
="5880","合庫金","23.9","+0.84","+1.7","+0.84","0","+3.02","+5.05","+11.7","+16","+18","22.55","21.45","20.6","19.15"
="6138","茂達","242.5","+3.63","+7.3","+3.63","+1.68","+32.5","+39.8","+53","+79","+180","173","140.5","132.5","78.2"
="6167","久正","14.15","+9.69","+20.4","+15.5","+39.4","+41.5","+56.7","+63.8","+73.6","+100","8.98","8.41","8.16","7"
="6182","合晶","79.7","+4.32","+14.7","+11.9","+17.7","+16.2","+30.2","+13.5","+59.4","+126","61.2","54.5","49.3","35.6"
="6191","精成科","38.35","-0.39","+2.27","+0.92","+1.32","+2.82","+17.1","+15.3","+24.1","+66","32.6","30","30","23.05"
="6196","帆宣","151","+0.67","+1.68","+0.67","-1.63","+9.42","+29.6","+30.2","+51","+36","115","104","99","87"
="6243","迅杰","55.4","+9.92","+11.9","+23.1","+23.2","+23.1","+168","+150","+236","+349","20.75","15.7","15.65","12.25"
="6265","方土昶","16.85","+9.77","+9.42","+8.01","+30.1","+51.1","+62","+68.5","+105","+155","10.35","9.64","8","6.56"
="6271","同欣電","308","-2.22","-1.75","-4.64","+3.18","+7.69","+18.9","+12.4","+77.5","","252.5","208","175","145"
="6446","藥華藥","195","+2.63","+7.14","+7.73","+24.2","+91.2","+101","+95.2","+112","+131","90.1","69","69","69"
="6457","紘康","232","+6.42","+7.16","+8.16","+9.43","+30","+43.2","+52.6","+48.7","+236","158.5","139","139","68.8"
="6603","富強鑫","19.45","-0.26","+2.37","+6.28","+14.1","+15.4","+10.2","+37","+61.4","+60.1","16.2","14.05","11.85","10.95"
="8046","南電","579","+2.3","+3.76","+3.21","+5.66","+0.52","+31.4","+52.6","+82.1","+286","452","375.5","313","151"
="8054","安國","66.7","+3.41","+6.89","-0.15","+3.73","+20.6","+40","+35.8","+63.1","+247","46.95","38.6","38.6","19.2"
="8069","元太","124","+2.06","+1.64","+2.48","+16.4","+35.8","+40.4","+54.4","+104","+196","87.3","64.2","60.7","41"
="8112","至上","44.5","+0.34","+0.79","-0.22","+0.34","+0.68","+2.3","+1.37","+12.7","+40.8","42.85","41.35","39.1","32"
="8121","越峰","56.9","+1.25","+9.42","+4.79","+10.5","+23.7","+45.9","+213","+252","+251","39","18.1","15.55","13.75"
="8183","精星","63.5","-1.4","-0.16","+4.27","+16.3","+38.6","+48.4","+39.3","+59.9","+236","43.65","34.15","34.15","18"
="8289","泰藝","40.95","+6.23","+10.2","+3.93","+8.91","+25.8","+31.5","+28.8","+131","+261","29.2","26.2","16.75","11.35"
="8450","霹靂","36.15","+9.88","+3.88","+1.83","+23","+57.2","+56.8","+56.2","+52.2","+47","22.7","22.3","22.3","20.8"
